Ticket Number,Date Created,Subject,Priority,Department,Help Topic,Source,Current Status,Last Updated,SLA Due Date,Due Date,Closed Date,Overdue,Answered,Agent Assigned
994260,5/7/2020 13:10,[CCS Helpdesk] Website Clearance,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/7/2020 17:27,5/10/2020 13:10,,5/7/2020 17:27,No,Yes,Khrystal
983685,5/14/2020 12:50,[CCS Helpdesk] Website Clearance,Normal,CCS Support,CCS Main,Email,Closed,5/14/2020 14:58,5/17/2020 12:50,,5/14/2020 14:58,No,Yes,Jamie
327923,8/18/2020 18:05,[CCS Helpdesk] Website Clearances,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/18/2020 18:29,8/21/2020 18:05,,8/18/2020 18:29,No,Yes,Khrystal
549871,8/24/2020 10:35,[CCS Helpdesk] Website Whitelisting,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,8/24/2020 12:33,8/27/2020 10:35,,8/24/2020 12:33,No,Yes,Jamie
669523,9/29/2020 23:05,[CCS Helpdesk] Whitelist Request,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/30/2020 18:19,10/2/2020 23:05,,9/30/2020 18:19,No,Yes,Jamie
825049,10/1/2020 20:45,[CCS Helpdesk] Website Clearance,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,10/2/2020 13:11,10/4/2020 20:45,,10/2/2020 13:11,No,Yes,Jamie
462133,10/19/2020 13:20,[CCS Helpdesk] Website Clearance,Normal,CCS Support,CCS Main,Email,Closed,10/19/2020 15:24,10/22/2020 13:20,,10/19/2020 15:24,No,Yes,Khrystal
788549,10/23/2020 13:51,[CCS Helpdesk] Website Clearance,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,10/23/2020 13:59,10/26/2020 13:51,,10/23/2020 13:59,No,Yes,Jamie
689255,11/4/2020 18:36,[CCS Helpdesk] Chromebook Camera Question,Normal,Chromebook,Chromebook,Email,Closed,11/4/2020 19:00,11/11/2020 18:36,,11/4/2020 19:00,No,Yes,Jennifer
460424,11/6/2020 12:15,[CCS Helpdesk] Website Clearance,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,11/6/2020 12:58,11/9/2020 12:15,,11/6/2020 12:58,No,Yes,Khrystal
424131,11/11/2020 13:35,[CCS Helpdesk] Website clearance,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,11/11/2020 15:02,11/14/2020 13:35,,11/11/2020 15:02,No,Yes,Khrystal
207941,12/3/2020 13:15,[CCS Helpdesk] Website Clearance,Normal,CCS Support,CCS Main,Email,Resolved,12/3/2020 13:58,12/6/2020 13:15,,12/3/2020 13:58,No,Yes,Jamie
174559,1/5/2021 16:59,[CCS Helpdesk] Website Clearance,Normal,CCS Support,CCS Main,Email,Closed,1/5/2021 17:28,1/8/2021 16:59,,1/5/2021 17:28,No,Yes,Khrystal
227786,1/26/2021 22:45,[CCS Helpdesk] Website clearance,Normal,CCS Support,CCS Main,Email,Closed,1/28/2021 13:19,1/29/2021 22:45,,1/28/2021 13:19,No,Yes,Khrystal
696238,1/28/2021 3:10,[CCS Helpdesk] Website Clearance,Normal,CCS Support,CCS Main,Email,Resolved,1/28/2021 15:11,1/31/2021 3:10,,1/28/2021 15:11,No,Yes,Jamie
381498,2/1/2021 13:33,[CCS Helpdesk] Website Clearance,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/1/2021 13:56,2/4/2021 13:33,,2/1/2021 13:56,No,Yes,Jamie
763240,2/24/2021 4:10,[CCS Helpdesk] Website Clearance,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/24/2021 14:19,2/27/2021 4:10,,2/24/2021 14:19,No,Yes,Jamie
473191,3/4/2021 11:20,[CCS Helpdesk] Website clearance,Normal,CCS Support,CCS Main,Email,Resolved,3/4/2021 14:34,3/7/2021 11:20,,3/4/2021 14:34,No,Yes,Jamie
608472,3/29/2021 17:11,[CCS Helpdesk] Website clearance,Normal,CCS Support,CCS Main,Email,Closed,3/30/2021 12:26,4/1/2021 17:11,,3/30/2021 12:26,No,Yes,
783043,8/18/2019 14:05,"[CCS Helpdesk] Fwd: Student: Hefferman, Chloe is Enrolled in the following Section: Chinese 1 v12.2 Full Course Peng",Normal,CCS Support,CCS Main / Google Issues,Email,Closed,8/22/2019 17:24,8/25/2019 14:05,,8/22/2019 17:24,No,No,Sherry
205276,8/19/2019 1:05,ParentsWeb Help Desk,Normal,Facts Administration,Facts Administrative,Email,Closed,8/19/2019 13:31,8/26/2019 1:05,,8/19/2019 13:31,No,Yes,Mike
548850,8/19/2019 14:20,[CCS Helpdesk] Facts...,Normal,CCS Support,CCS Main,Email,Closed,8/19/2019 18:50,8/22/2019 14:20,,8/19/2019 18:50,No,No,Sherry
641770,9/3/2019 15:50,[CCS Helpdesk] Smart board,Normal,CCS Support,CCS Main,Email,Closed,9/3/2019 19:17,9/6/2019 15:50,,9/3/2019 19:17,No,Yes,Khrystal
266249,10/10/2019 12:50,[CCS Helpdesk] Need a new Mouse...,Normal,CCS Support,CCS Main,Email,Closed,10/10/2019 13:07,10/13/2019 12:50,,10/10/2019 13:07,No,Yes,Khrystal
625636,11/6/2019 13:30,[CCS Helpdesk] help!!!!,Normal,CCS Support,CCS Main,Email,Closed,11/6/2019 19:25,11/9/2019 13:30,,11/6/2019 19:25,No,Yes,Khrystal
640292,3/13/2020 11:40,[CCS Helpdesk] computer sync...,Normal,CCS Support,CCS Main,Email,Closed,3/16/2020 14:15,3/16/2020 11:40,,3/16/2020 14:15,No,No,Sherry
971943,3/13/2020 19:15,"[CCS Helpdesk] Thank you ladies for a great training session!!! I can't wait to ""play"" with all this!",Normal,CCS Support,CCS Main,Email,Closed,3/16/2020 14:14,3/16/2020 19:15,,3/16/2020 14:14,No,No,Sherry
129996,8/13/2020 16:05,[CCS Helpdesk] printing with chrome book,Normal,CCS Support,CCS Main,Email,Closed,8/13/2020 16:13,8/16/2020 16:05,,8/13/2020 16:13,No,Yes,Khrystal
623396,8/16/2020 3:50,[CCS Helpdesk] Set up in classroom????,Normal,CCS Support,CCS Main,Email,Closed,8/18/2020 14:50,8/19/2020 3:50,,8/18/2020 14:50,No,Yes,Khrystal
652576,10/24/2020 11:35,[CCS Helpdesk] Email,Normal,CCS Support,CCS Main,Email,Closed,10/26/2020 12:08,10/27/2020 11:35,,10/26/2020 12:08,No,No,Sherry
341646,2/1/2021 13:05,"[CCS Helpdesk] K Remote Learners Week of Feb. 1-5, 2021 - Invitation to edit",Normal,CCS Support,CCS Main,Email,Closed,2/1/2021 14:04,2/4/2021 13:05,,2/1/2021 14:04,No,Yes,Sherry
766333,5/17/2021 13:40,[CCS Helpdesk] printing???,Normal,CCS Support,CCS Main,Email,Closed,5/17/2021 14:21,5/20/2021 13:40,,5/17/2021 14:21,No,Yes,
692212,8/1/2021 13:10,[CCS Helpdesk] password,Normal,CCS Support,CCS Main,Email,Closed,8/2/2021 13:43,8/4/2021 13:10,,8/2/2021 13:43,No,Yes,Jamie
889383,8/3/2021 12:35,[CCS Helpdesk] printing...,Normal,CCS Support,CCS Main,Email,Closed,8/3/2021 14:00,8/6/2021 12:35,,8/3/2021 14:00,No,Yes,Jamie
504789,8/3/2021 13:19,[CCS Helpdesk] printer at Ms. Donnas desk,Normal,CCS Support,CCS Main,Email,Resolved,8/3/2021 13:59,8/6/2021 13:19,,8/3/2021 13:59,No,Yes,Jamie
134344,8/19/2021 19:26,Computer/Phone Switch,Normal,CCS Support,CCS Main,Phone,Closed,8/24/2021 15:48,8/22/2021 19:26,,8/24/2021 15:48,No,Yes,Sherry
784056,9/17/2021 11:45,[CCS Helpdesk] Sign in,Normal,CCS Support,CCS Main,Email,Closed,9/22/2021 19:01,9/20/2021 11:45,,9/22/2021 19:01,No,Yes,Khrystal
879891,10/25/2021 15:35,[CCS Helpdesk] volume????,Normal,CCS Support,CCS Main,Email,Resolved,10/25/2021 16:38,10/28/2021 15:35,,10/25/2021 16:38,No,Yes,Jamie
424739,12/3/2021 15:40,[CCS Helpdesk] Monitor in sleep mode only after update???,Normal,CCS Support,CCS Main,Email,Closed,12/3/2021 16:13,12/6/2021 15:40,,12/3/2021 16:13,No,No,Sherry
516483,1/13/2022 12:45,[CCS Helpdesk] Monitor sleeping and not waking up,Normal,CCS Support,CCS Main,Email,Closed,1/13/2022 13:24,1/16/2022 12:45,,1/13/2022 13:24,No,Yes,Khrystal
412488,1/13/2022 13:05,[CCS Helpdesk] computer...,Normal,CCS Support,CCS Main,Email,Closed,1/13/2022 13:24,1/16/2022 13:05,,1/13/2022 13:24,No,Yes,Khrystal
753742,2/10/2022 14:15,[CCS Helpdesk] help with printing,Normal,CCS Support,CCS Main,Email,Closed,2/14/2022 18:55,2/13/2022 14:15,,2/14/2022 18:55,No,Yes,Khrystal
153414,3/16/2022 13:05,[CCS Helpdesk] not in a hurry but...,Normal,CCS Support,CCS Main,Email,Closed,3/17/2022 16:14,3/19/2022 13:05,,3/17/2022 16:14,No,No,Sherry
329217,4/4/2022 14:50,[CCS Helpdesk] Kelly Edgerton new password,Normal,CCS Support,CCS Main,Email,Closed,4/4/2022 15:09,4/7/2022 14:50,,4/4/2022 15:09,No,Yes,Khrystal
663278,4/4/2022 15:00,[CCS Helpdesk] Kelly Edgerton got in! No need to come down! Thanks!,Normal,CCS Support,CCS Main,Email,Closed,4/4/2022 15:08,4/7/2022 15:00,,4/4/2022 15:08,No,Yes,Khrystal
625874,4/22/2022 15:30,"[CCS Helpdesk] I can only print to follow me since the reset... if the printer can be added back on my computer, I'd appreciate it! Thanks",Normal,CCS Support,CCS Main,Email,Closed,5/17/2022 13:09,4/25/2022 15:30,,5/17/2022 13:09,No,Yes,Jamie
794100,5/5/2022 18:15,[CCS Helpdesk] printer issues,Normal,CCS Support,CCS Main,Email,Resolved,5/6/2022 15:10,5/8/2022 18:15,,5/6/2022 15:10,No,Yes,Jamie
402086,8/19/2019 15:25,Case Broken/Key Issue-Lenovo N22,Normal,Chromebook,Chromebook,Other,Closed,8/20/2019 14:33,8/26/2019 15:25,,8/20/2019 14:33,No,No,Jennifer
771877,8/19/2019 16:10,[CCS Helpdesk] printing in the teacher's work room,Normal,CCS Support,CCS Main,Email,Closed,8/19/2019 16:32,8/22/2019 16:10,,8/19/2019 16:32,No,No,Khrystal
246747,8/30/2019 17:45,[CCS Helpdesk] cannot print from my computer again today,Normal,CCS Support,CCS Main,Email,Closed,9/3/2019 17:04,9/2/2019 17:45,,9/3/2019 17:04,No,Yes,Khrystal
262681,9/3/2019 15:05,[CCS Helpdesk] cannot print from my laptop- offline,Normal,CCS Support,CCS Main,Email,Closed,9/4/2019 12:28,9/6/2019 15:05,,9/4/2019 12:28,No,Yes,Khrystal
349273,11/8/2019 16:40,[CCS Helpdesk] printing issues from my computer,Normal,CCS Support,CCS Main / CCS Printing,Email,Closed,11/8/2019 19:47,11/11/2019 16:40,,11/8/2019 19:47,No,Yes,Sherry
343659,8/20/2020 18:55,[CCS Helpdesk] videos for white list,Normal,CCS Support,CCS Main,Email,Closed,8/24/2020 11:49,8/23/2020 18:55,,8/24/2020 11:49,No,Yes,Khrystal
387683,9/8/2020 17:05,[CCS Helpdesk] 2 things,Normal,CCS Support,CCS Main,Email,Closed,9/14/2020 11:45,9/11/2020 17:05,,9/14/2020 11:45,No,Yes,Khrystal
753307,9/15/2020 13:55,[CCS Helpdesk] emergency,Normal,CCS Support,CCS Main,Email,Closed,9/21/2020 11:59,9/18/2020 13:55,,9/21/2020 11:59,No,Yes,Khrystal
942643,11/13/2020 17:50,[CCS Helpdesk] white list item,Normal,CCS Support,CCS Main,Email,Closed,11/16/2020 14:06,11/16/2020 17:50,,11/16/2020 14:06,No,Yes,Khrystal
639023,11/18/2020 12:40,internet connection,Normal,CCS Support,CCS Main,Email,Closed,11/18/2020 13:20,11/21/2020 12:40,,11/18/2020 13:20,No,Yes,Khrystal
229908,3/8/2021 18:40,[CCS Helpdesk] notifications,Normal,CCS Support,CCS Main,Email,Closed,3/10/2021 17:57,3/11/2021 18:40,,3/10/2021 17:57,No,Yes,Sherry
273770,4/1/2021 12:26,Need HDMI cord in HS classroom,Normal,CCS Support,CCS Main,Email,Closed,4/1/2021 12:52,4/4/2021 12:26,,4/1/2021 12:52,No,Yes,
302002,5/4/2021 17:35,[CCS Helpdesk] Fwd: copier in teacher work room,Normal,CCS Support,CCS Main,Email,Closed,5/5/2021 13:06,5/7/2021 17:35,,5/5/2021 13:06,No,Yes,
124176,5/11/2021 16:05,[CCS Helpdesk] printing issues again,Normal,CCS Support,CCS Main,Email,Closed,5/11/2021 18:40,5/14/2021 16:05,,5/11/2021 18:40,No,Yes,
416186,8/13/2021 13:30,very slow internet in my room??,Normal,CCS Support,CCS Main,Email,Closed,8/13/2021 19:25,8/16/2021 13:30,,8/13/2021 19:25,No,No,Sherry
602186,8/19/2021 12:20,HDMI cord room 109,Normal,CCS Support,CCS Main,Email,Closed,8/19/2021 18:23,8/22/2021 12:20,,8/19/2021 18:23,No,No,Sherry
414550,9/2/2021 12:10,students not able to get into their email,Normal,CCS Support,CCS Main,Email,Closed,9/2/2021 13:05,9/5/2021 12:10,,9/2/2021 13:05,No,No,Sherry
153365,9/14/2021 13:55,hanging file frame,Normal,CCS Support,CCS Main,Email,Closed,9/14/2021 14:00,9/17/2021 13:55,,9/14/2021 14:00,No,Yes,Jamie
517287,9/24/2021 18:45,[CCS Helpdesk] Re: printing without attaching hard line,Normal,CCS Support,CCS Main,Email,Closed,9/29/2021 13:37,9/27/2021 18:45,,9/29/2021 13:37,No,Yes,Sherry
308671,9/30/2021 14:32,request for a document camera,Normal,CCS Support,CCS Main,Email,Resolved,9/30/2021 15:03,10/3/2021 14:32,,9/30/2021 15:03,No,Yes,Jamie
638975,3/11/2022 14:55,teacher resource usb will not load,Normal,CCS Support,CCS Main,Email,Closed,3/18/2022 12:08,3/14/2022 14:55,,3/18/2022 12:08,No,Yes,Khrystal
635273,8/9/2022 19:05,printing from high school printer,Normal,CCS Support,CCS Main,Email,Closed,8/16/2022 18:39,8/12/2022 19:05,,8/16/2022 18:39,No,Yes,jamie IT
607686,9/8/2022 12:50,whitelist a video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/8/2022 13:25,9/11/2022 12:50,,9/8/2022 13:25,No,Yes,Khrystal
961676,9/8/2022 17:30,Re: posercord/charger,Normal,Chromebook,Chromebook,Email,Closed,9/8/2022 17:34,9/15/2022 17:30,,9/8/2022 17:34,No,No,Jennifer
119715,9/8/2022 17:30,posercord/charger,Normal,Chromebook,Chromebook,Email,Closed,9/8/2022 17:34,9/15/2022 17:30,,9/8/2022 17:34,No,No,Jennifer
404601,9/14/2022 13:10,computer issues,Normal,CCS Support,CCS Main,Email,Closed,9/14/2022 14:35,9/17/2022 13:10,,9/14/2022 14:35,No,Yes,Khrystal
723989,8/19/2019 18:07,Battery Issue-Asus C214MA ,Normal,Chromebook,Chromebook,Other,Closed,8/19/2019 18:11,8/22/2019 18:07,,8/19/2019 18:11,No,No,Jennifer
827787,2/11/2020 15:36,CB Won't Charge - Red ! - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,2/11/2020 16:23,2/18/2020 15:36,,2/11/2020 16:23,No,Yes,Jennifer
658284,3/31/2021 14:14,Trackpad Stopped Working - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,3/31/2021 15:22,4/3/2021 14:14,,3/31/2021 15:22,No,Yes,Jennifer
548163,8/19/2019 19:25,ParentsWeb Help Desk,Normal,Facts Administration,Facts Administrative,Email,Closed,8/19/2019 20:28,8/26/2019 19:25,,8/19/2019 20:28,No,Yes,Sherry
339948,8/20/2019 11:55,[CCS Helpdesk] Cannot Access Powerpoint,Normal,CCS Support,CCS Main,Email,Closed,8/20/2019 20:38,8/23/2019 11:55,,8/20/2019 20:38,No,Yes,Sherry
373714,9/18/2019 16:32,Device Not Supported-Book App-Acer 15,Normal,Chromebook,Chromebook,Other,Closed,9/19/2019 17:22,9/25/2019 16:32,,9/19/2019 17:22,No,No,Jennifer
860819,8/20/2019 13:30,"[CCS Helpdesk] Brackman -A102, Computer mirror problem",Normal,Chromebook,Chromebook,Email,Closed,8/20/2019 14:20,8/27/2019 13:30,,8/20/2019 14:20,No,Yes,Khrystal
250978,3/17/2020 22:50,[CCS Helpdesk] Staff chromebook,Normal,Chromebook,Chromebook,Email,Closed,3/18/2020 0:22,3/24/2020 22:50,,3/18/2020 0:22,No,Yes,Sherry
129211,3/26/2020 18:17,[CCS Helpdesk] Fwd: Need whitelisted,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/26/2020 19:22,3/29/2020 18:17,,3/26/2020 19:22,No,Yes,Jamie
811337,4/22/2020 16:45,[CCS Helpdesk] please whitelist these videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/22/2020 17:56,4/25/2020 16:45,,4/22/2020 17:56,No,Yes,Jamie
220962,7/28/2020 11:45,[CCS Helpdesk] Wifi for personal laptop today,Normal,CCS Support,CCS Main,Email,Resolved,7/28/2020 16:29,7/31/2020 11:45,,7/28/2020 16:29,No,Yes,Jamie
460204,8/7/2020 1:15,[CCS Helpdesk] Tech for A101 - 1st grade,Normal,Chromebook,Chromebook,Email,Closed,8/7/2020 15:28,8/14/2020 1:15,,8/7/2020 15:28,No,Yes,Sherry
578595,8/10/2020 13:35,[CCS Helpdesk] Printer in CCS Office added to Desktop?,Normal,CCS Support,CCS Main,Email,Closed,8/11/2020 19:01,8/13/2020 13:35,,8/11/2020 19:01,No,Yes,Jamie
499498,8/11/2020 0:25,[CCS Helpdesk] Chrome book A101,Normal,Chromebook,Chromebook,Email,Closed,8/17/2020 18:01,8/18/2020 0:25,,8/17/2020 18:01,No,No,Jennifer
590087,8/12/2020 17:57,[CCS Helpdesk] USB connection cord -A101,Normal,Chromebook,Chromebook,Email,Closed,8/17/2020 21:00,8/19/2020 17:57,,8/17/2020 21:00,No,No,Sherry
998454,8/16/2020 1:50,[CCS Helpdesk] viewsonic set up?,Normal,Chromebook,Chromebook,Email,Closed,8/18/2020 14:51,8/23/2020 1:50,,8/18/2020 14:51,No,Yes,Khrystal
965242,8/19/2020 11:25,[CCS Helpdesk] urgent Class meet chromebook,Normal,Chromebook,Chromebook,Email,Closed,8/19/2020 11:50,8/26/2020 11:25,,8/19/2020 11:50,No,No,Jennifer
490692,9/14/2020 11:41,[CCS Helpdesk] Keefer Internet/Desktop,Normal,CCS Support,CCS Main,Email,Closed,9/14/2020 12:26,9/17/2020 11:41,,9/14/2020 12:26,No,Yes,Khrystal
408916,9/22/2020 15:00,[CCS Helpdesk] Viewsonic help,Normal,Chromebook,Chromebook,Email,Closed,9/22/2020 15:34,9/29/2020 15:00,,9/22/2020 15:34,No,No,Jennifer
480498,11/20/2020 12:40,[CCS Helpdesk] chromebook help with WIFI,Normal,Chromebook,Chromebook,Email,Closed,11/20/2020 15:48,11/27/2020 12:40,,11/20/2020 15:48,No,Yes,Jennifer
691673,12/1/2020 18:50,[CCS Helpdesk] Links White listed,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/1/2020 18:56,12/4/2020 18:50,,12/1/2020 18:56,No,Yes,Khrystal
922173,12/2/2020 18:40,[CCS Helpdesk] Desktop virus?,Normal,CCS Support,CCS Main,Email,Closed,12/3/2020 19:34,12/5/2020 18:40,,12/3/2020 19:34,No,Yes,Sherry
548153,1/4/2021 17:05,[CCS Helpdesk] Fwd: CCS Russell: 1st Grade Remote Learning week!,Normal,Chromebook,Chromebook,Email,Closed,1/5/2021 16:32,1/11/2021 17:05,,1/5/2021 16:32,No,No,Jennifer
441472,1/6/2021 13:41,[CCS Helpdesk] Connection issues,Normal,Chromebook,Chromebook,Email,Closed,1/11/2021 14:45,1/13/2021 13:41,,1/11/2021 14:45,No,Yes,Jamie
478678,1/8/2021 16:40,[CCS Helpdesk],Normal,Chromebook,Chromebook,Email,Closed,1/13/2021 13:07,1/15/2021 16:40,,1/13/2021 13:07,No,Yes,Sherry
968251,3/9/2021 13:20,[CCS Helpdesk],Normal,CCS Support,CCS Main,Email,Closed,3/9/2021 14:42,3/12/2021 13:20,,3/9/2021 14:42,No,Yes,Jamie
302944,3/15/2021 11:40,[CCS Helpdesk] Re: Viewsonic board screen,Normal,CCS Support,CCS Main,Email,Closed,3/15/2021 12:15,3/18/2021 11:40,,3/15/2021 12:15,No,No,Sherry
536326,3/15/2021 11:40,[CCS Helpdesk] Viewsonic board screen,Normal,CCS Support,CCS Main,Email,Closed,4/26/2021 12:50,9/11/2021 11:40,,4/26/2021 12:50,No,No,Sherry
491795,5/13/2021 11:40,[CCS Helpdesk] printers?,Normal,CCS Support,CCS Main,Email,Closed,5/13/2021 12:53,5/16/2021 11:40,,5/13/2021 12:53,No,Yes,
906888,5/27/2021 12:39,[CCS Helpdesk] Ready for Laptop,Normal,CCS Support,CCS Main,Email,Resolved,5/27/2021 12:51,5/30/2021 12:39,,5/27/2021 12:51,No,Yes,Jamie
451876,6/3/2021 17:15,[CCS Helpdesk],Normal,CCS Support,CCS Main,Email,Closed,6/4/2021 12:05,6/6/2021 17:15,,6/4/2021 12:05,No,Yes,Jamie
577917,7/28/2021 13:05,[CCS Helpdesk] adding printer driver to thinkpad?,Normal,CCS Support,CCS Main,Email,Closed,7/28/2021 16:18,7/31/2021 13:05,,7/28/2021 16:18,No,Yes,Sherry
238513,8/9/2021 11:45,Adding CCS main printer?,Normal,CCS Support,CCS Main,Email,Closed,8/9/2021 12:18,8/12/2021 11:45,,8/9/2021 12:18,No,Yes,Khrystal
546218,8/10/2021 17:40,Printer issues,Normal,CCS Support,CCS Main,Email,Closed,8/13/2021 14:49,8/13/2021 17:40,,8/13/2021 14:49,No,Yes,Sherry
531917,8/17/2021 15:29,[CCS Helpdesk] in need of HDMI,Normal,Chromebook,Chromebook,Email,Closed,8/17/2021 18:38,8/24/2021 15:29,,8/17/2021 18:38,No,Yes,Jamie
580112,8/18/2021 15:20,need correct charger for google meet chromebook,Normal,Chromebook,Chromebook,Email,Closed,8/18/2021 16:17,8/25/2021 15:20,,8/18/2021 16:17,No,Yes,Jamie
494907,9/18/2021 16:10,Printing trouble,Normal,CCS Support,CCS Main,Email,Closed,9/24/2021 15:49,9/21/2021 16:10,,9/24/2021 15:49,No,Yes,Sherry
451841,3/10/2022 17:30,[CCS Helpdesk] Password,Normal,CCS Support,CCS Main,Email,Closed,3/11/2022 20:01,3/13/2022 17:30,,3/11/2022 20:01,No,Yes,Khrystal
547030,5/2/2022 18:05,[CCS Helpdesk] Broken charging port,Normal,Chromebook,Chromebook,Email,Closed,5/3/2022 13:28,5/9/2022 18:05,,5/3/2022 13:28,No,Yes,Jennifer
798021,5/23/2022 15:25,[CCS Helpdesk] Whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/23/2022 16:14,5/26/2022 15:25,,5/23/2022 16:14,No,No,Sherry
901477,5/31/2022 12:40,[CCS Helpdesk] Charger for lenovo,Normal,CCS Support,Chromebook,Email,Closed,5/31/2022 14:56,6/7/2022 12:40,,5/31/2022 14:56,No,Yes,Sherry
608460,8/22/2022 17:20,[CCS Helpdesk],Normal,CCS Support,CCS Main,Email,Closed,8/24/2022 14:06,8/25/2022 17:20,,8/24/2022 14:06,No,Yes,Khrystal
233941,9/7/2022 17:10,[CCS Helpdesk] Chrome setting to save password,Normal,Chromebook,Chromebook,Email,Closed,9/7/2022 18:36,9/14/2022 17:10,,9/7/2022 18:36,No,Yes,Sherry
344254,9/22/2022 13:28,[CCS Helpdesk] Wifi on phone,Normal,CCS Support,CCS Main,Email,Closed,9/22/2022 13:30,9/25/2022 13:28,,9/22/2022 13:30,No,Yes,Khrystal
566736,8/21/2019 18:05,[CCS Helpdesk] Smart Board Speaker,Normal,CCS Support,CCS Main / CCS Classroom SmartBoard and TVs,Email,Closed,9/10/2019 15:17,8/28/2019 18:05,,9/10/2019 15:17,No,No,Sherry
879408,8/21/2019 18:20,Wi-fi Issue on Chromebook-HP 11 G5,Normal,Chromebook,Chromebook,Other,Closed,8/21/2019 18:22,8/24/2019 18:20,,8/21/2019 18:22,No,No,Jennifer
662940,11/15/2019 15:50,[CCS Helpdesk] PRinting,Normal,CCS Support,CCS Main / Printing,Email,Closed,11/15/2019 17:41,11/22/2019 15:50,,11/15/2019 17:41,No,No,Sherry
172162,3/19/2020 14:04,[CCS Helpdesk] Bible Videos to CLean up,Normal,CCS Support,CCS Main,Email,Closed,3/20/2020 12:18,3/22/2020 14:04,,3/20/2020 12:18,No,Yes,Khrystal
460047,3/29/2020 16:35,[CCS Helpdesk] Fwd: Prayer Parent Video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/30/2020 15:21,4/1/2020 16:35,,3/30/2020 15:21,No,Yes,Jamie
579368,3/31/2020 16:56,[CCS Helpdesk] Fwd: Easter videos,Normal,CCS Support,CCS Main,Email,Closed,3/31/2020 17:07,4/3/2020 16:56,,3/31/2020 17:07,No,Yes,Khrystal
231350,4/23/2020 15:05,[CCS Helpdesk] Fwd: 10 commandments,Normal,CCS Support,CCS Main,Email,Resolved,4/23/2020 16:57,4/26/2020 15:05,,4/23/2020 16:57,No,Yes,Jamie
349822,5/6/2020 13:22,[CCS Helpdesk] White list videos,Normal,CCS Support,CCS Main,Email,Closed,5/6/2020 14:21,5/9/2020 13:22,,5/6/2020 14:21,No,Yes,Khrystal
266846,5/27/2020 16:20,[CCS Helpdesk] Monitor,Normal,CCS Support,CCS Main,Email,Closed,6/4/2020 13:48,5/30/2020 16:20,,6/4/2020 13:48,No,Yes,Khrystal
618837,8/17/2020 15:10,[CCS Helpdesk] screen issues,Normal,CCS Support,CCS Main,Email,Closed,8/17/2020 19:46,8/20/2020 15:10,,8/17/2020 19:46,No,Yes,Khrystal
810519,10/16/2020 13:32,2C-20 Screen Blank in GClassroom - Asus C204EE,Normal,Chromebook,Chromebook,Other,Closed,10/16/2020 13:33,10/19/2020 13:32,,10/16/2020 13:33,No,No,Jennifer
308037,10/16/2020 16:37,2C-09 Access Issue - Asus C204EE,Normal,Chromebook,Chromebook,Other,Closed,10/16/2020 16:39,10/19/2020 16:37,,10/16/2020 16:39,No,No,Jennifer
960554,10/28/2020 14:05,[CCS Helpdesk] Mrs. Gerald's Smart board,Normal,CCS Support,CCS Main,Email,Closed,10/28/2020 14:08,10/31/2020 14:05,,10/28/2020 14:08,No,No,Sherry
488346,10/30/2020 15:20,[CCS Helpdesk] Fwd: for science today,Normal,CCS Support,CCS Main,Email,Closed,10/30/2020 15:20,11/2/2020 15:20,,10/30/2020 15:20,No,Yes,Khrystal
915572,12/1/2020 14:13,[CCS Helpdesk] Screen Flashing,Normal,CCS Support,CCS Main,Email,Closed,12/2/2020 14:56,12/4/2020 14:13,,12/2/2020 14:56,No,Yes,Khrystal
774610,12/16/2020 17:25,[CCS Helpdesk] PLay DVD on Thursday,Normal,CCS Support,CCS Main,Email,Closed,12/17/2020 14:36,12/19/2020 17:25,,12/17/2020 14:36,No,No,Sherry
211830,12/16/2020 17:25,[CCS Helpdesk] PLay DVD on Thursday,Normal,CCS Support,CCS Main,Email,Closed,12/16/2020 17:27,12/19/2020 17:25,,12/16/2020 17:27,No,No,Sherry
